source	title	description	url	publishedAt	content	final movie	final topic	Notes	coder 1	coder 2	movie 1	movie 2	topic 1	topic 2
First Showing	Scary First Trailer for Angry Imaginary Friend Horror Film 'Imaginary'	"Maybe we shouldn't play together anymore, Chauncey!!" Blumhouse + Lionsgate have revealed the first official trailer for a horror movie titled Imaginary, materializing in theaters in March next year. Not to be confused with the other 2024 movie starring Emil…	https://www.firstshowing.net/2023/scary-first-trailer-for-angry-imaginary-friend-horror-movie-imaginary/	2023-11-16T16:39:58Z	by Alex BillingtonNovember 16, 2023Source:YouTube "Maybe we shouldn't play together anymore, Chauncey!!" Blumhouse + Lionsgate have revealed the first official trailer for a horror movie titled Imag… [+2069 chars]	NM								
Decider	Is ‘The Hunger Games: The Ballad Of Songbirds & Snakes’ Streaming on Netflix or Prime Video?	It's almost time for the highly anticipated Hunger Games prequel.	https://decider.com/2023/11/16/is-the-hunger-games-the-ballad-of-songbirds-snakes-streaming-on-netflix-or-prime-video/	2023-11-16T16:30:00Z	The odds are surely in our favor as the highly anticipated Hunger Gamesprequel, The Hunger Games: The Ballads of Songbirds &amp; Snakes, is set to come to theaters this week. Luckily, we have you cov… [+1703 chars]	HG	Streaming							
Los Angeles Times	'Hunger Games' prequel tramples 'Trolls' in box office battle royale, scores $44 million	"The Hunger Games: The Ballad of Songbirds & Snakes" outduels 'Trolls Band Together' to secure the box office title. The film debuts to $44 million, the lowest for any 'Hunger Games' installment.	https://www.latimes.com/entertainment-arts/movies/story/2023-11-19/hunger-games-prequel-tramples-trolls-in-box-office-battle-royale-scores-44-million	2023-11-19T18:15:35Z	The Hunger Games prequel volunteered as tribute for the weekend box office and was crowned the winner. Lionsgates The Hunger Games: The Ballad of Songbirds &amp; Snakes hauled in $44 million in Nort… [+2746 chars]	HG, Trolls	Box							
PetaPixel	Ridley Scott Used Multiple Cameras While Filming ‘Napoleon’	Director Ridley Scott has revealed that he always uses at least four cameras while making movies and says his technique paid off for his latest historical epic, Napoleon. [Read More]	https://petapixel.com/2023/12/05/ridley-scott-used-multiple-cameras-while-filming-napoleon/	2023-12-05T14:20:38Z	Director Ridley Scott and Joaquin Phoenix at the film premiere of Napoleon at the Prado Museum in Madrid, Spain. Director Ridley Scott has revealed that he always uses at least four cameras while ma… [+2658 chars]	Napoleon	Prod							
Theparisreview.org	Martin Scorsese’s Family Pictures	On the the problem of love in Killers of the Flower Moon (2023).	https://www.theparisreview.org/blog/2023/12/08/martin-scorseses-family-pictures/	2023-12-08T15:30:51Z	Ernest Burkhart and his wife, Mollie, née Kyle. Public domain, via Wikimedia Commons. In spring 2021, a photo still from Martin Scorseses Killers of the Flower Moonwent viral. The image features the… [+18052 chars]	KOTFM	Plot							
Just Jared	Taylor Swift Supports Friend Emma Stone at 'Poor Things' Premiere After Person of the Year Reveal	Taylor Swift is attending her second movie premiere in as many weeks, and she’s supporting another famous friend in the process. The 33-year-old Midnights pop titan just hit the red carpet at Beyonce‘s Renaissance: A Film By Beyonce premiere in London, Englan…	https://www.justjared.com/2023/12/06/taylor-swift-supports-friend-emma-stone-at-poor-things-premiere-after-person-of-the-year-reveal/	2023-12-07T01:46:00Z	Taylor Swift is attending her second movie premiere in as many weeks, and she’s supporting another famous friend in the process. The 33-year-old Midnights pop titan just hit the red carpet atBeyonce… [+1040 chars]	Renaissance	Promo							
GameSpot	Disney CEO Explains Why He Believes The Marvels Fell Short At The Box Office	The newest MCU movie, The Marvels, debuted this month and had the slowest start at the box office in the history of the MCU. Disney CEO Bob Iger recently discussed the film's commercial shortcomings, saying the poor results were due, in part, to a lack of exe…	https://www.gamespot.com/articles/disney-ceo-explains-why-he-believes-the-marvels-fell-short-at-the-box-office/1100-6519574/	2023-11-30T13:42:00Z	The newest MCU movie, The Marvels, debuted this month and had the slowest start at the box office in the history of the MCU. Disney CEO Bob Iger recently discussed the film's commercial shortcomings,… [+1825 chars]	Marvels	Box							
IndieWire	Who Rules the Box Office? Beyoncé, Godzilla, and a Hindi-Language Thriller	As "Wish" and "The Marvels" find new depths, salvation comes in the form of left-field releases from once-fringe players.	https://www.indiewire.com/news/box-office/renaissance-beyonce-box-office-queen-1234931622/	2023-12-03T19:02:37Z	The first weekend in December is often a dead zone and this year it it was headed for rock bottom with abysmal results for two prime Disney films. Instead, it’s the best-grossing weekend for this dat… [+7609 chars]	Renaissance, Godzilla, Marvels, Wish	Box							
Digital Trends	Here are all the MCU movies and shows you need to watch before The Marvels	Need a crash course on what's happening at Marvel before The Marvels? Then check out these MCU movies and shows so you can be ready for Captain Marvel's sequel.	https://www.digitaltrends.com/movies/here-are-all-the-mcu-movies-and-shows-you-need-to-watch-before-the-marvels/	2023-11-09T20:30:01Z	Marvel Studios In case you hadn’t heard, there’s a new Marvel movie out this week. But if you haven’t gotten around to getting tickets for The Marvels yet, don’t worry, there should be plenty of ava… [+4390 chars]	Marvels	Plot							
ComingSoon.net	Godzilla Minus One Posters Giveaway for the Explosive Kaiju Movie	ComingSoon is holding a Godzilla Minus One poster giveaway to celebrate the release of Toho‘s explosive new kaiju movie. We have 15 posters of four different prints for the film to give away as part of the contest. Godzilla Minus One is now playing in theater…	https://www.comingsoon.net/movies/news/1421325-godzilla-minus-one-poster-giveaway-for-the-explosive-kaiju-movie	2023-12-01T17:00:00Z	ComingSoon is holding a Godzilla Minus One poster giveaway to celebrate the release of Tohos explosive new kaiju movie. We have 15 posters of four different prints for the film to give away as part o… [+844 chars]	Godzilla	Promo							
GameSpot	Godzilla X Kong: The New Empire Trailer Reveals A Titanic Monster Tag Team	The kings of the Monsterverse are back in a new trailer, as Godzilla and Kong find themselves facing a new and mysterious threat in 2024. Godzilla X Kong: The New Empire sees both of the titans team up to take on this hostile force, and it looks like they've …	https://www.gamespot.com/articles/godzilla-x-kong-the-new-empire-trailer-reveals-a-titanic-monster-tag-team/1100-6519665/	2023-12-04T14:51:00Z	The kings of the Monsterverse are back in a new trailer, as Godzilla and Kong find themselves facing a new and mysterious threat in 2024. Godzilla X Kong: The New Empire sees both of the titans team … [+1551 chars]	NM								
ComingSoon.net	Godzilla Minus One Figure Revealed by Super7, Toho International	Super7 and Toho International are partnering together to release a brand new Godzilla figure in celebration of the upcoming Toho film Godzilla Minus One. The new figure will be a part of Super7’s Ultimates line, a line of premium figures that aim to deliver h…	https://www.comingsoon.net/toys/news/1419554-godzilla-minus-one-figure-revealed-by-super7-toho-international	2023-11-29T19:09:05Z	Super7 and Toho International are partnering together to release a brand new Godzilla figure in celebration of the upcoming Toho film Godzilla Minus One. The new figure will be a part of Super7s Ult… [+925 chars]	Godzilla	Promo							
Forbes	‘Wish’ Had One Of Disney’s Worst Openings Ever For An Animated Movie—Here’s Why	“Wish” follows Disney’s “Indiana Jones and the Dial of Destiny” and “The Marvels” as another critical and financial disappointment this year.	https://www.forbes.com/sites/conormurray/2023/11/27/wish-is-one-of-disneys-worst-openings-ever-for-an-animated-movie-heres-why/	2023-11-27T21:23:28Z	Disneys Wish failed to take off at the box office last weekend, adding a dismal theatrical opening to the films already poor reviews, making it Disneys latest in a series of financial disappointments… [+7279 chars]	Wish, Marvels	Box							
Pajiba.com	'The Hunger Games: The Ballad of Songbirds & Snakes' Is The Best Film In The Franchise	Stop me if this one sounds familiar--The Hunger Games have outlived their usefulness. We're over it. The first few were lots of dark fun, but they stretched our appreciation past the breaking point by the time the last one limped... Read more...	https://www.pajiba.com/film_reviews/review-the-hunger-games-the-ballad-of-songbirds-snakes-is-the-best-film-in-the-franchise.php	2023-11-20T21:15:00Z	Stop me if this one sounds familiar—The Hunger Games have outlived their usefulness. We’re over it. The first few were lots of dark fun, but they stretched our appreciation past the breaking point by… [+6872 chars]	HG	Plot							
tomandlorenzo.com	THE HUNGER GAMES: THE BALLAD OF SONGBIRDS AND SNAKES Los Angeles Premiere Red Carpet Rundown	We had to give the spotlight treatment to fellow attendees Viola Davis (because she’s fabulous) and Rachel Zegler (because we think we hate her dress), but make no mistake, plenty of other looks were served on the red carpet the LA premiere of The Hunger Game…	https://tomandlorenzo.com/2023/11/the-hunger-games-the-ballad-of-songbirds-and-snakes-los-angeles-premiere-red-carpet-rundown/	2023-11-14T21:50:33Z	Posted on November 14, 2023 Pin We had to give the spotlight treatment to fellow attendees Viola Davis (because she’s fabulous) and Rachel Zegler (because we think we hate her dress), but make no m… [+1846 chars]	HG	Promo							
tomandlorenzo.com	London Premiere of THE HUNGER GAMES: THE BALLAD OF SONGBIRDS & SNAKES	Tom Blyth, Hunter Schaeffer, Rachel Zegler and Josh Andrés Rivera were all smiles on the red carpet at the London premiere of The Hunger Games: The Ballad of Songbirds and Snakes, possibly because the SAG AFTRA strike has ended but probably because they clear…	https://tomandlorenzo.com/2023/11/london-premiere-of-the-hunger-games-the-ballad-of-songbirds-snakes/	2023-11-10T18:00:37Z	Posted on November 10, 2023 Pin Tom Blyth, Hunter Schaeffer, Rachel Zegler and Josh Andrés Rivera were all smiles on the red carpet at the London premiere of The Hunger Games: The Ballad of Songbir… [+1941 chars]	HG	Promo							
IndieWire	Does Marvel Have a Gen-Z Problem? Just 19% of ‘The Marvels’ Audience Was 18-24	Just 19 percent of "The Marvels" audience was 18-24; compare that to 40 percent for "Captain Marvel."	https://www.indiewire.com/news/business/marvel-gen-z-problem-viewers-age-18-24-1234925056/	2023-11-14T20:00:00Z	Matt Ramos, 22, was just 7 years old when the original “Iron Man” hit theaters. He was not the target audience for the film; nor was his Gen-Z responsible for making Marvel and the MCU a cultural and… [+9111 chars]	Marvels	Box							
Deadline	‘The Hunger Games: The Ballad Of Songbirds & Snakes’ Begins With Thursday Previews Around $6M – Box Office	EXCLUSIVE: Lionsgate’s prequel The Hunger Games: The Ballad of Songbirds & Snakes is looking at a Thursday night between $5.75M-$6M after showtimes that began at 3PM. Again, these numbers aren’t from the studio and we could see a slightly different result by …	https://deadline.com/2023/11/box-office-hunger-games-songbirds-and-snakes-1235616095/	2023-11-17T06:21:53Z	EXCLUSIVE: Lionsgate‘s prequel The Hunger Games: The Ballad of Songbirds &amp; Snakesis looking at a Thursday night between $5.75M-$6M after showtimes that began at 3PM.  Again, these numbers aren’t… [+4168 chars]	HG	Box							
Livejournal.com	Thanksgiving Box Office: S&S stays on top, Wish bombs, Napolean beats expectations	Box Office: Disney's 'Wish' Fizzles, 'Napoleon' Beats Expectations as 'Hunger Games' Lands on Top Again https://t.co/jFJ2b5Z3aV — Variety (@Variety) November 26, 2023The Hunger Games: The Ballad of Songbirds and Snakes kept its #1 position, grossing $42 mill…	https://ohnotheydidnt.livejournal.com/127309070.html	2023-11-26T18:01:55Z	Box Office: Disney's 'Wish' Fizzles, 'Napoleon' Beats Expectations as 'Hunger Games' Lands on Top Again https://t.co/jFJ2b5Z3aV — Variety (@Variety) November 26, 2023 The Hunger Games: The Ballad o… [+1653 chars]	Wish, Napoleon, HG	Box							
The A.V. Club	Lily Gladstone shares her own message of support for Killers Of The Flower Moon audiences	One of the most fascinating things about the public reception to Martin Scorsese’s latest, Killers Of The Flower Moon, has been the ways the people involved in making it—most notably, the Native people who Scorsese cast, consulted with, and otherwise worked w…	https://www.avclub.com/lily-gladstone-killers-of-the-flower-moon-message-1851013023	2023-11-10T22:19:00Z	One of the most fascinating things about the public reception to Martin Scorseses latest, Killers Of The Flower Moon, has been the ways the people involved in making itmost notably, the Native people… [+4351 chars]	KOTFM	Promo							
Rogerebert.com	The Hunger Games: The Ballad of Songbirds & Snakes	A surprisingly suspenseful prequel.	https://www.rogerebert.com/reviews/the-hunger-games-the-ballad-of-songbirds-and-snakes-movie-review-2023	2023-11-16T13:46:00Z	The most gripping aspects of “The Hunger Games: The Ballad of Songbirds & Snakes” don’t even have to do with the actual Hunger Games themselves. They come later, in part three of this lengthy prequel… [+5329 chars]	HG	Plot							
/FILM	The Marvels Just Had The Biggest Second Weekend Drop Ever For A Superhero Movie	The Marvel Cinematic Universe is good and truly in trouble, with The Marvels collapsing at the box office in its second weekend.	https://www.slashfilm.com/1451537/the-marvels-biggest-second-weekend-drop-ever-superhero-movie/	2023-11-20T20:00:39Z	The situation with "The Marvels" has gone from bad to record-breaking levels of bad. The latest entry in the Marvel Cinematic Universe opened last weekend to a pretty underwhelming $46.1 million, whi… [+1626 chars]	Marvels	Box							
Screen Rant	Godzilla Minus One Breaks Multiple Box Office Records	Godzilla Minus One breaks multiple box office records during its opening weekend, cementing its place as a very successful Godzilla film.	https://screenrant.com/godzilla-minus-one-box-office-records-opening-weekend/	2023-12-04T20:17:41Z	Summary <ul><li> Godzilla Minus One, the newest Japanese interpretation of the kaiju tale, is setting box office records, including the biggest domestic opening for a foreign-language movie this yea… [+1000 chars]	Godzilla	Box							
Screen Rant	The Best Part Of Killers Of The Flower Moon May Make Incredible Oscars History In 2024	Killers of the Flower Moon is a strong contender for multiple Academy Award nominations, with the potential for one Oscar win to make history.	https://screenrant.com/killers-flower-moon-lily-gladstone-oscars-2024-first-indigenous-actor/	2023-11-27T17:00:14Z	Summary <ul><li> Killers of the Flower Moon could make Oscars history in 2024, with Lily Gladstone potentially becoming the first Indigenous person to win an acting Oscar. </li><li> Gladstone's port… [+3836 chars]	KOTFM	Awards							
Livejournal.com	The 20 Oscar Visual Effects Finalists + AFI list	‘Rebel Moon,’ ‘Barbie’ and ‘Wonka’ Among 20 Oscar Visual Effects Finalists (EXCLUSIVE) https://t.co/XOZWL8SktT — Variety (@Variety) December 7, 2023 In quite the award season shocker, Oppenheimer did not make the Oscar Visual Effects short list Variety someh…	https://ohnotheydidnt.livejournal.com/127382552.html	2023-12-08T00:02:15Z	Rebel Moon, Barbie and Wonka Among 20 Oscar Visual Effects Finalists (EXCLUSIVE) https://t.co/XOZWL8SktT — Variety (@Variety) December 7, 2023 In quite the award season shocker, Oppenheimer did not… [+1379 chars]	NM	NR							
Screen Rant	The Hunger Games: The Ballad of Songbirds & Snakes Interview: Producer On Coriolanus Snow Lore	The Hunger Games: The Ballad of Songbirds &amp; Snakes producer Nina Jacobson discusses Coriolanus Snow, Hunger Games lore, and practical locations.	https://screenrant.com/the-hunger-games-ballad-songbirds-snakes-nina-jacobson-interview/	2023-11-13T20:15:18Z	Summary <ul><li> The Hunger Games prequel movie, The Ballad of Songbirds &amp; Snakes, explores how the Hunger Games became the spectacle it is and showcases young Coriolanus Snow's transformation i… [+6694 chars]	HG	Promo							
/FILM	Killers Of The Flower Moon Is The Good Version Of Gangs Of New York	Though longer and more epic, Martin Scorsese&amp;#39;s Killers of the Flower Moon plays out like a much more streamlined and powerful version of his Gangs of New York.	https://www.slashfilm.com/1437150/killers-of-the-flower-moon-good-version-gangs-of-new-york/	2023-11-12T20:00:03Z	Martin Scorsese has long been interested in crime stories. His second feature film, 1972's "Boxcar Bertha," involves a group of bank thieves and freewheeling fugitives. His most recent feature, "Kill… [+1651 chars]	KOTFM	Plot							
/FILM	The Hunger Games Tops The Box Office, But Lionsgate Isn't Partying Like It's 2012	The Hunger Games: The Ballad of Songbirds &amp; Snakes easily topped the box office, but it wasn&amp;#39;t as big of a hit as previous Hunger Games movies.	https://www.slashfilm.com/1451327/the-hunger-games-the-ballad-of-songbirds-snakes-tops-the-box-office/	2023-11-20T18:00:10Z	Lionsgate was looking to revive one of its biggest franchises ever as "The Hunger Games: The Ballad of Songbirds &amp; Snakes" hit theaters over the weekend. While the studio will probably get to cal… [+1635 chars]	HG	Box							
Historytoday.com	Napoleon: Two Centuries of Life After Death	Revolutionary soldier or tyrannical emperor? The question is as pertinent now as when Napoleon Bonaparte died in exile on remote Saint Helena in 1821.	https://www.historytoday.com/archive/feature/napoleon-two-centuries-life-after-death	2023-11-25T05:14:51Z	Napoleon on his Deathbed on St Helena, by Denzil O. Ibbetson, 1821. The French press announced the following on 7 July 1821: We received the English papers of the 4th of this month by special dispa… [+17453 chars]	NR								
Slickdeals.net	Atom Tickets: The Hunger Games: The Ballad of Songbirds & Snakes Movie Tickets B1G1 Free	Atom Tickets is offering Buy 1 Get 1 Free Movie Tickets for The Hunger Games: The Ballad of Songbirds & Snakes w/ promo code QUEUE applied at checkout.Note, add a quantity of 2 movie tickets to ca ...	https://slickdeals.net/f/17032360-atom-tickets-the-hunger-games-the-ballad-of-songbirds-snakes-movie-tickets-b1g1-free	2023-11-13T20:50:59Z	Are you sure you want to report this deal as expired? This will send the deal to our moderators for review.   If you'd like to report this thread for another reason (spam, repost, etc.) please use t… [+17 chars]	HG	Promo							
/FILM	Next Goal Wins Feels Like A '90s Throwback, But It Forgot One Crucial Component	Taika Waititi built his career on making great hang out films featuring memorable characters. With Next Goal Wins, he abandoned that approach - and it cost him.	https://www.slashfilm.com/1451546/next-goal-wins-90s-throwback-forgot-crucial-component/	2023-11-20T22:10:18Z	In films like "What We Do in the Shadows" and "Hunt for the Wilderpeople," Waititi excelled at highlighting supporting casts that felt like real human beings (or aliens, or vampires, depending on the… [+1571 chars]	NM								
ComingSoon.net	The Hunger Games: The Ballad of Songbirds & Snakes Review: A Jaw-Dropping Prequel	Welcome to the 10th Annual Hunger Games. Years after we last visited this franchise with The Hunger Games: Mockingjay – Part 2, it’s time to return to Panem for a story that takes place decades before Katniss Everdeen volunteered as tribute. The Hunger Games:…	https://www.comingsoon.net/movies/reviews/1410536-the-hunger-games-the-ballad-of-songbirds-snakes-review-a-jaw-dropping-prequel	2023-11-22T20:00:00Z	Welcome to the 10th Annual Hunger Games. Years after we last visited this franchise with The Hunger Games: Mockingjay Part 2, its time to return to Panem for a story that takes place decades before K… [+5613 chars]	HG	Promo							
GameSpot	The Marvels Ending And Mid-Credits Scene Explained	After several months of delay, Marvel's The Marvels has landed in movie theaters. Despite being the shortest movie in the Marvel Cinematic Universe thus far, The Marvels leaves quite an impact--the ending sets up two separate major plot threads for the future…	https://www.gamespot.com/articles/the-marvels-ending-and-mid-credits-scene-explained/1100-6519080/	2023-11-10T00:52:00Z	After several months of delay, Marvel's The Marvels has landed in movie theaters. Despite being the shortest movie in the Marvel Cinematic Universe thus far, The Marvels leaves quite an impact--the e… [+6015 chars]	Marvels	Plot							
Gizmodo.com	If There's a Thor 5, Taika Waititi Won't Be Part of It	In one of those rare cases where the rumor mills are actually accurate, director Taika Waititi confirmed that if Marvel Studios decides to make a fifth Thor movie, he won’t be involved. “I wouldn’t know if that’s [a Thor 5 happening] accurate,” Waititi said t…	https://gizmodo.com/thor-5-taika-waititi-chris-hemsworth-marvel-studios-mcu-1851020033	2023-11-14T16:15:00Z	In one of those rare cases where the rumor mills are actually accurate, director Taika Waititi confirmed that if Marvel Studios decides to make a fifth Thor movie, he wont be involved. I wouldnt know… [+2480 chars]	NM								
IndieWire	Martin Scorsese to Be Honored with David O. Selznick Achievement Award at 2024 PGA Awards	The Producers Guild of America announced that the "Killers of the Flower Moon" filmmaker will receive the prestigious David O. Selznick Achievement Award at the 35th annual Producers Guild Awards.	https://www.indiewire.com/awards/industry/martin-scorsese-david-o-selznick-award-2024-pga-awards-1234933396/	2023-12-07T22:10:51Z	The Producers Guild of America (PGA) has officially kicked off the announcements for the 35th annual Producers Guild Awards on Thursday, December 7 with the news that Academy Award-winning filmmaker … [+2154 chars]	KOTFM	Awards							
International Business Times	'The Marvels' Has A Far From Marvelous N.America Opening	New superhero film "The Marvels" is making history, and not in a good way: its estimated $47 million North American take over the weekend marks the lowest debut ever for a movie from Disney's normally money-cranking Marvel Cinematic Universe.	https://www.ibtimes.com/marvels-has-far-marvelous-namerica-opening-3718316	2023-11-13T01:15:30Z	New superhero film "The Marvels" is making history, and not in a good way: its estimated $47 million North American take over the weekend marks the lowest debut ever for a movie from Disney's normall… [+2325 chars]	Marvels	Box							
Macdailynews.com	Apple Original Films’ ‘Killers of the Flower Moon,’ from Martin Scorsese, available to rent or buy on December 5th	On the heels of “Killers of the Flower Moon” being named Best Film of 2023 and Lily Gladstone being awarded Best Actress by the… The post Apple Original Films’ ‘Killers of the Flower Moon,’ from Martin Scorsese, available to rent or buy on December 5th appear…	https://macdailynews.com/2023/12/04/apple-original-films-killers-of-the-flower-moon-from-martin-scorsese-available-to-rent-or-buy-on-december-5th/	2023-12-04T19:45:16Z	From left to right: Martin Scorseses highly anticipated film Killers of the Flower Moon, starring Leonardo DiCaprio, Robert De Niro and Lily Gladstone, premiered in theaters on Friday, October 20, 20… [+3647 chars]	KOTFM	Streaming							
AppleInsider	'Killers of the Flower Moon' gets digital release before Apple TV+ streaming debut	Potential viewers of the Martin Scorsese-directed "Killers of the Flower Moon" have a bit longer to wait to watch the film on Apple TV+, but it will be made available to buy and rent digitally ahead of its streaming service release.Lily Gladstone and Leonardo…	https://appleinsider.com/articles/23/12/04/killers-of-the-flower-moon-gets-digital-release-before-apple-tv-streaming-debut	2023-12-04T17:19:40Z	Lily Gladstone and Leonardo DiCaprio in 'Killers of the Flower Moon' Potential viewers of the Martin Scorsese-directed "Killers of the Flower Moon" have a bit longer to wait to watch the film on App… [+1275 chars]	KOTFM	Streaming							
Nofilmschool.com	What Did Steven Spielberg Have to Say About 'Killers of the Flower Moon'?	As the studios prepare to roll out their Academy Award campaigns, the major benefit we get as fans and filmmakers is the interviews. I love hearing the process behind how movies come together, and I love it when other famous filmmakers join in the conversatio…	https://nofilmschool.com/spielberg-killers-of-the-flower-moon	2023-11-22T14:00:02Z	As the studios prepare to roll out their Academy Award campaigns, the major benefit we get as fans and filmmakers is the interviews. I love hearing the process behind how movies come together, and I … [+1219 chars]	KOTFM	Promo							
Just Jared	Leonardo DiCaprio Attends Robbie Robertson's Celebration of Life with 'Killers of the Flower Moon' Collaborators	Leonardo DiCaprio shows his support at the Robbie Robertson: A Celebration of His Life And Music event held at The Village Studios on Wednesday (November 15) in Los Angeles. If you don’t know, Robbie passed away this past August at the age of 80. Robbie and M…	https://www.justjared.com/2023/11/16/leonardo-dicaprio-attends-robbie-robertsons-celebration-of-life-with-killers-of-the-flower-moon-collaborators/	2023-11-16T16:52:11Z	Leonardo DiCaprio shows his support at the Robbie Robertson: A Celebration of His Life And Music event held at The Village Studios on Wednesday (November 15) in Los Angeles. If you don’t know, Robbi… [+679 chars]	KOTFM	NR							
IndieWire	Christopher Nolan Defends the Role of Franchises in Hollywood: A Healthy Film Industry Needs ‘A Balance’	Nolan responded to Martin Scorsese's recent comments calling for prominent filmmakers to "fight back" against the prevalence of comic book movies.	https://www.indiewire.com/news/general-news/christopher-nolan-defends-franchises-wants-balance-in-hollywood-1234929389/	2023-11-25T16:00:04Z	In the endless debate about Hollywood’s reliance on superhero franchises at the expense of original filmmaking, few voices matter as much as those of Christopher Nolan and Martin Scorsese. Nolan is o… [+2171 chars]	NM								
Time	The 10 Best Movies of 2023	From 'Past Lives' to 'Killers of the Flower Moon,' see TIME's picks for the best movies of the year.	https://time.com/6341118/best-movies-2023/	2023-12-01T17:38:14Z	No year-end best-movie list is definitive, because no year of moviegoing experience can be reduced to bullet pointsnor should it be. Particularly now, when we can watch so many new movies without lea… [+9233 chars]	KOTFM	Plot							
Time	Why We’re Still So Obsessed With Napoleon	David A. Bell explores the many sides of Napoleon, and how his story should remind us of the darkness that humans are capable of—not just the grand adventures.	https://time.com/6337581/napoleon-obsession-essay/	2023-11-22T12:00:00Z	On December 2, 1804, Napoleon Bonaparte was preparing to crown himself Emperor of the French in Notre Dame Cathedral. The pope had arrived to bless the ceremony. Hundreds of musicians were playing hy… [+6825 chars]	NM								
The A.V. Club	Martin Scorsese explains [REDACTED]’s Killers Of The Flower Moon cameo	"I was taken by the impact of the realization that all of this is reduced to a half-hour piece of entertainment"	https://www.avclub.com/martin-scorsese-explains-that-killers-of-the-flower-moo-1851029805	2023-11-16T23:46:00Z	This article discusses the plot and ending of Killers Of The Flower Moon Martin Scroseses new film, The Killers Of The Flower Moon, is appropriately generating conversationand criticism. The treatme… [+2342 chars]	KOTFM	Plot							
Deadline	‘The Hunger Games: The Ballad Of Songbirds & Snakes’ Devours $99M Global Opening; ‘Trolls Band Together’ Tops $100M WW – International Box Office	Refresh for latest…: Lionsgate’s The Hunger Games: The Ballad of Songbirds & Snakes very (very) narrowly missed the $100M mark globally in its opening weekend, but it’s as near as dammit with an estimated $98.5M through Sunday worldwide. The Francis Lawrence-…	https://deadline.com/2023/11/hunger-games-songbirds-and-snakes-opening-global-international-box-office-1235627214/	2023-11-19T17:28:58Z	Refresh for latest…: Lionsgate’s The Hunger Games: The Ballad of Songbirds &amp; Snakes very (very) narrowly missed the $100M mark globally in its opening weekend, but it’s as near as dammit with an … [+3496 chars]	HG, Trolls	Box							
Just Jared	Here’s Why Taylor Swift Didn’t Attend Beyoncé's Movie Premiere After Bey’s Surprise 'Eras Tour' Premiere Appearance	Taylor Swift is missing the premiere of Beyonce‘s new movie Renaissance: A Film By Beyonce on Saturday night (November 25), but she has a very good reason. If you forgot, the “Break Me Soul” superstar was a surprise celebrity guest on the red carpet when Tayl…	https://www.justjared.com/2023/11/25/here%e2%80%99s-why-taylor-swift-didn%e2%80%99t-attend-beyonces-movie-premiere-after-bey%e2%80%99s-surprise-eras-tour-premiere-appearance/	2023-11-26T02:51:15Z	Taylor Swift is missing the premiere of Beyonce‘s new movie Renaissance: A Film By Beyonce on Saturday night (November 25), but she has a very good reason.  If you forgot, the “Break Me Soul” supers… [+1008 chars]	Renaissance	Promo							
IndieWire	Spirit Awards Analysis: Noms Advance Oscar Contenders ‘American Fiction,’ ‘May December,’ ‘Past Lives’	Forward momentum helps: The Film Independent Spirit Award honorees and Oscars could share some overlap this season.	https://www.indiewire.com/awards/industry/2024-independent-spirit-award-nominations-analysis-1234932222/	2023-12-05T18:21:04Z	As always, the Film Independent Spirit Award nominations — see the full list here — gave a boost to a handful of potential Oscar contenders. While the Santa Monica beach Spirit Awards show on Februar… [+3649 chars]	NM								
The A.V. Club	Napoleon conquers Wish but gets exiled by the Hunger Games prequel	November 2023: Napoleon is master of the domestic box office. Only The Hunger Games: The Ballad Of Songbirds & Snakes stands before it. Oceans are now battlefields. Or, you know, close enough. Ridley Scott’s Napoleon has successfully defeated every other movi…	https://www.avclub.com/ballad-songbirds-snakes-napoleon-wish-box-office-1851048185	2023-11-26T22:02:00Z	November 2023: Napoleonis master of the domestic box office. Only The Hunger Games: The Ballad Of Songbirds &amp; Snakesstands before it. Oceans are now battlefields. Or, you know, close enough. Ridl… [+1613 chars]	Napoleon, Wish, HG	Box							
/FILM	What Critics And Fans Are Saying About The Marvels	2023 has been a rough year for the MCU, but does The Marvels end things on a high note? Here&amp;#39;s what critics and fans are saying about the film.	https://www.slashfilm.com/1443799/what-critics-fans-saying-the-marvels/	2023-11-10T17:18:32Z	To say the /Film team is mixed on "The Marvels" would be a bit of an understatement. In his review, Jeremy Mathai wrote that "Vellani's big-screen debut singlehandedly makes 'The Marvels' worth your … [+2198 chars]	Marvels	Plot							
/FILM	Did Josephine Actually Love Napoleon? Ridley Scott Has Thoughts	Were Napoleon Bonaparte (played by Joaquin Phoenix) and Jos&eacute;phine de Beauharnais (played by Vanessa Kirby) really in love? Ridley Scott has thoughts.	https://www.slashfilm.com/1447928/did-josephine-love-napoleon-ridley-scott-has-thoughts/	2023-11-22T21:00:00Z	In Ridley Scott's new historical biopic "Napoleon," the relationship between Napoleon Bonaparte (Joaquin Phoenix) and Joséphine de Beauharnais (Vanessa Kirby) is depicted as refreshingly direct and e… [+1454 chars]	Napoleon	Plot							
